"Year","Historical","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
1988,26.692503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1989,27.120986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1990,27.510791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1991,27.978436,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1992,27.285318,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,27.526963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1994,27.666012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1995,28.105649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1996,28.738025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997,30.606400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1998,28.500499,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999,28.711909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2000,30.068131,30.068131,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2001,30.025266,30.227772,30.025266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2002,31.271594,30.264006,30.111045,31.271594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2003,32.735702,30.190834,30.080755,31.462664,32.735702,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2004,33.862726,30.021034,29.947879,31.496075,33.454357,33.862726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2005,34.412602,29.766258,29.724707,31.391561,33.868868,34.735992,34.412602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,35.569639,29.437119,29.422433,31.166955,34.021762,35.229175,35.250430,35.569639,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,35.809665,29.043275,29.051238,30.838349,33.950829,35.399506,35.684369,36.487374,35.809665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008,36.752056,28.593502,28.620373,30.420249,33.689591,35.297323,35.778149,36.926240,36.516772,36.752056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009,37.043836,28.095766,28.138234,29.925712,33.267737,34.966818,35.587487,36.967418,36.768466,37.302983,37.043836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,38.224529,27.557290,27.612430,29.366475,32.711517,34.446715,35.160996,36.681127,36.644693,37.384401,37.461875,38.224529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2011,39.188828,26.984610,27.049848,28.753068,32.044093,33.770871,34.540997,36.127960,36.214339,37.083893,37.403910,38.634765,39.188828,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,40.171970,26.383632,26.456710,28.094925,31.285859,32.968823,33.764246,35.360070,35.536607,36.476304,36.963244,38.485552,39.577649,40.171970,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013,40.523658,25.759686,25.838628,27.400478,30.454729,32.066267,32.862581,34.422212,34.662233,35.625397,36.219043,37.895748,39.317498,40.615890,40.523658,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014,41.303966,25.117572,25.200657,26.677254,29.566400,31.085496,31.863497,33.352673,33.634562,34.585320,35.238253,36.964747,38.557500,40.268170,40.873083,41.303966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015,41.480360,24.461603,24.547338,25.931950,28.634585,30.045788,30.790663,32.184083,32.490489,33.401884,34.077276,35.775337,37.420458,39.326786,40.353102,41.564609,41.480360,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016,41.012741,23.795645,23.882745,25.170514,27.671227,28.963753,29.664372,30.944142,31.261295,32.113680,32.783430,34.396153,36.007008,37.951665,39.197187,40.824308,41.499874,41.012741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2017,41.193001,23.123159,23.210520,24.398212,26.686688,27.853644,28.501957,29.656250,29.973379,30.753063,31.396216,32.883800,34.399157,36.271224,37.590905,39.376497,40.465933,40.741187,41.193001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018,42.101177,22.447231,22.533912,23.619693,25.689923,26.727634,27.318145,28.340071,28.648899,29.347006,29.948429,31.284676,32.663294,34.387855,35.680696,37.449250,38.712817,39.417612,40.641233,42.101177,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019,42.332384,21.770606,21.855814,22.839046,24.688637,25.596065,26.125382,27.012024,27.306345,27.917852,28.467113,29.636536,30.852749,32.382521,33.581144,35.218263,36.495174,37.400784,38.952929,41.345533,42.332384,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020,NaN,21.095716,21.178788,22.059853,23.689419,24.467666,24.934117,25.685717,25.961031,26.483963,26.974401,27.969839,29.009961,30.318586,31.380980,32.817414,34.004884,34.959011,36.555213,39.182281,41.332479,42.332384,NaN,NaN,NaN,NaN,NaN,NaN
2021,NaN,20.424711,20.505097,21.285238,22.697874,23.349752,23.753054,24.372328,24.625529,25.060291,25.488236,26.308898,27.168314,28.245026,29.148036,30.347345,31.384581,32.290348,33.758251,36.209919,38.641510,41.042410,42.332384,NaN,NaN,NaN,NaN,NaN
2022,NaN,19.759479,19.836734,20.517914,21.718731,22.248396,22.589377,23.080939,23.310057,23.658875,24.022996,24.672871,25.353697,26.199092,26.933330,27.882403,28.738452,29.538568,30.783520,32.842791,35.070615,37.693741,40.577366,42.332384,NaN,NaN,NaN,NaN
2023,NaN,19.101674,19.175442,19.760218,20.755946,21.168590,21.448948,21.818829,22.022806,22.289266,22.590041,23.076604,23.585812,24.208529,24.774413,25.476254,26.140860,26.805773,27.785691,29.361023,31.151631,33.411095,36.303593,39.757138,42.332384,NaN,NaN,NaN
2024,NaN,18.452733,18.522736,19.014154,19.812795,20.114379,20.336482,20.591735,20.770236,20.958908,21.198178,21.531348,21.879284,22.293418,22.698115,23.166403,23.643188,24.162294,24.869501,25.947808,27.221698,28.881742,31.112767,34.154473,38.408695,42.332384,NaN,NaN
2025,NaN,17.813898,17.879931,18.281422,18.891953,19.088984,19.255701,19.404068,19.557332,19.673458,19.854066,20.045376,20.244588,20.467695,20.722793,20.977829,21.279262,21.654452,22.102726,22.717111,23.483926,24.504895,25.891383,27.842465,30.868451,35.981534,42.332384,NaN
2026,NaN,17.186234,17.248151,17.563452,17.995565,18.094915,18.209472,18.259118,18.387818,18.437067,18.562565,18.624504,18.688833,18.740409,18.860157,18.925893,19.069640,19.310619,19.526089,19.734139,20.050628,20.493491,21.090285,21.925596,23.225635,25.543915,30.556141,42.332384
2027,NaN,16.570646,16.628353,16.861432,17.125316,17.134061,17.199927,17.159221,17.264362,17.252625,17.327032,17.272532,17.216414,17.116755,17.116757,17.018649,17.024967,17.145915,17.160807,17.030375,16.973887,16.942913,16.902383,16.847797,16.764504,16.622347,16.334836,15.452112
2028,NaN,15.967893,16.021343,16.176331,16.282489,16.207782,16.228568,16.105907,16.188733,16.121967,16.149584,15.991623,15.829557,15.598923,15.495184,15.258693,15.148612,15.165843,15.014294,14.614528,14.266962,13.876853,13.374059,12.711116,11.760013,10.273821,7.738021,3.006805
2029,NaN,15.378601,15.427788,15.508925,15.468011,15.316980,15.296362,15.100031,15.161953,15.046056,15.031313,14.782614,14.528777,14.186788,13.995039,13.644610,13.438708,13.369078,13.084444,12.480436,11.919118,11.277491,10.473725,9.454997,8.079101,6.137236,3.432257,0.488679
2030,NaN,14.803279,14.848230,14.859815,14.682508,14.462168,14.403820,14.141886,14.184421,14.025137,13.972473,13.645286,13.313249,12.878478,12.613712,12.172117,11.889730,11.749594,11.362819,10.612714,9.905747,9.104991,8.132997,6.953793,5.462703,3.578423,1.460608,0.072801
2031,NaN,14.242329,14.283100,14.229452,13.926340,13.643528,13.551072,13.231300,13.256021,13.058869,12.972646,12.578588,12.181124,11.670825,11.346996,10.834951,10.493708,10.298268,9.836995,8.990722,8.195149,7.309788,6.270597,5.067189,3.647600,2.049005,0.604088,0.010301
2032,NaN,13.696057,13.732727,13.618148,13.199640,12.860961,12.737924,12.367720,12.376218,12.146439,12.030870,11.580821,11.129783,10.559737,10.189579,9.625559,9.241143,9.004085,8.492273,7.591309,6.752966,5.840061,4.805504,3.664141,2.411048,1.156881,0.244691,0.001409
2033,NaN,13.164682,13.197353,13.026096,12.502349,12.114134,11.963921,11.550282,11.544137,11.286661,11.145761,10.649799,10.156047,9.540486,9.135432,8.535620,8.121692,7.855021,7.312900,6.390671,5.544983,4.646052,3.663590,2.632417,1.580422,0.645889,0.097551,0.000188
2034,NaN,12.648347,12.677137,12.453381,11.834240,11.402520,11.228386,10.777877,10.758633,10.478053,10.315609,9.782973,9.256349,8.607948,8.178107,7.556447,7.124675,6.838688,6.282925,5.365549,4.538798,3.682342,2.780401,1.880705,1.028710,0.357307,0.038407,0.000025
2035,NaN,12.147127,12.172166,11.899998,11.194950,10.725433,10.530467,10.049203,10.018349,9.718913,9.538455,8.977541,8.426868,7.756782,7.310965,6.679280,6.239448,5.942790,5.386782,4.493983,3.704740,2.908840,2.101750,1.337193,0.665609,0.196159,0.014969,0.000003
2036,NaN,11.661035,11.682464,11.365859,10.583997,10.082055,9.869169,9.362811,9.321767,9.007373,8.812165,8.230534,7.663645,6.981570,6.527356,5.895503,5.455657,5.155438,4.609665,3.755730,3.016277,2.290997,1.583167,0.946757,0.428461,0.106997,0.005785,0.000000
2037,NaN,11.190028,11.207998,10.850806,10.000804,9.471467,9.243388,8.717141,8.667251,8.341449,8.134484,7.538889,6.962666,6.276935,5.820746,5.196796,4.763416,4.465357,3.937764,3.132468,2.450104,1.799569,1.188806,0.667836,0.274573,0.058040,0.002220,0.000000
2038,NaN,10.734020,10.748687,10.354618,9.444714,8.892667,8.651936,8.110558,8.053082,7.719086,7.503085,6.899504,6.319933,5.637612,5.184814,4.575241,4.153422,3.862012,3.358383,2.607843,1.986037,1.410143,0.890172,0.469535,0.175265,0.031333,0.000847,0.000000
2039,NaN,10.292878,10.304402,9.877024,8.915008,8.344595,8.093564,7.541380,7.477492,7.138185,6.915607,6.309284,5.731518,5.058516,4.613513,4.023384,3.617013,3.335672,2.859985,2.167418,1.606785,1.102565,0.664870,0.329144,0.111486,0.016845,0.000322,0.000000
2040,NaN,9.866436,9.874980,9.417708,8.410917,7.826147,7.566981,7.007897,6.938681,6.596638,6.369684,5.765182,5.193600,4.534782,4.101122,3.534278,3.146205,2.877442,2.432191,1.798570,1.297670,0.860350,0.495451,0.230118,0.070696,0.009022,0.000121,0.000000
2041,NaN,9.454494,9.460221,8.976315,7.931633,7.336187,7.070872,6.508396,6.434849,6.092347,5.862975,5.264221,4.702501,4.061793,3.642266,3.101493,2.733696,2.479249,2.065733,1.490342,1.046325,0.670115,0.368432,0.160499,0.044706,0.004817,0.000046,0.000000
2042,NaN,9.056824,9.059899,8.552459,7.476323,6.873566,6.603911,6.041172,5.964202,5.623245,5.393182,4.803517,4.254700,3.635199,3.231929,2.719121,2.372843,2.133817,1.752391,1.233285,0.842401,0.521064,0.273453,0.111699,0.028199,0.002564,0.000017,0.000000
2043,NaN,8.673177,8.673762,8.145730,7.044133,6.437128,6.164773,5.604543,5.524977,5.187306,4.958063,4.380297,3.846850,3.250923,2.865464,2.381761,2.057647,1.834626,1.484918,1.019295,0.677280,0.404535,0.202602,0.077582,0.017747,0.001361,0.000006,0.000000
2044,NaN,8.303280,8.301536,7.755694,6.634201,6.025719,5.752143,5.196861,5.115442,4.782564,4.555450,3.991909,3.475789,2.905165,2.538577,2.084500,1.782709,1.575865,1.256955,0.841457,0.543823,0.313615,0.149866,0.053787,0.011146,0.000721,0.000002,0.000000
2045,NaN,7.946848,7.942931,7.381904,6.245659,5.638197,5.364725,4.816520,4.733916,4.407114,4.183255,3.635828,3.138539,2.594400,2.247327,1.822889,1.543193,1.352372,1.062943,0.693892,0.436139,0.242804,0.110692,0.037228,0.006987,0.000381,0.000001,0.000000
2046,NaN,7.603577,7.597642,7.023897,5.877641,5.273436,5.001249,4.461962,4.378766,4.059124,3.839473,3.309660,2.832312,2.315368,1.988105,1.592911,1.334784,1.159583,0.898049,0.571623,0.349385,0.187747,0.081644,0.025727,0.004372,0.000201,0.000000,0.000000
2047,NaN,7.273156,7.265352,6.681205,5.529290,4.930332,4.660475,4.131682,4.048419,3.736838,3.522194,3.011147,2.554503,2.065067,1.757619,1.390955,1.153643,0.993474,0.758074,0.470448,0.279593,0.145007,0.060141,0.017753,0.002731,0.000106,0.000000,0.000000
2048,NaN,6.955262,6.945735,6.353350,5.199755,4.607807,4.341199,3.824232,3.741364,3.438576,3.229599,2.738164,2.302686,1.840738,1.552877,1.213784,0.996367,0.850511,0.639393,0.386833,0.223523,0.111874,0.044249,0.012235,0.001704,0.000056,0.000000,0.000000
2049,NaN,6.649568,6.638457,6.039856,4.888204,4.304813,4.042255,3.538223,3.456152,3.162742,2.959962,2.488717,2.074612,1.639856,1.371164,1.058498,0.859945,0.727594,0.538873,0.317809,0.178531,0.086225,0.032520,0.008421,0.001061,0.000029,0.000000,0.000000
2050,NaN,6.355739,6.343180,5.740241,4.593820,4.020332,3.762517,3.272327,3.191401,2.907818,2.711654,2.260940,1.868198,1.460113,1.210024,0.922516,0.741721,0.622015,0.453824,0.260893,0.142471,0.066392,0.023874,0.005790,0.000660,0.000015,0.000000,0.000000
2051,NaN,6.073440,6.059562,5.454028,4.315804,3.753383,3.500902,3.025278,2.945793,2.672368,2.483136,2.053093,1.681520,1.299405,1.067240,0.803535,0.639356,0.531410,0.381931,0.214007,0.113601,0.051075,0.017510,0.003976,0.000410,0.000008,0.000000,0.000000
2052,NaN,5.802333,5.787261,5.180744,4.053380,3.503018,3.256369,2.795870,2.718078,2.455035,2.272962,1.863555,1.512805,1.155819,0.940816,0.699511,0.550795,0.453722,0.321216,0.175422,0.090511,0.039259,0.012831,0.002728,0.000255,0.000004,0.000000,0.000000
2053,NaN,5.542080,5.525931,4.919917,3.805794,3.268325,3.027923,2.582960,2.507070,2.254539,2.079773,1.690820,1.360423,1.027618,0.828956,0.608632,0.474235,0.387163,0.269982,0.143696,0.072060,0.030152,0.009393,0.001870,0.000158,0.000002,0.000000,0.000000
2054,NaN,5.292342,5.275230,4.671086,3.572317,3.048431,2.814613,2.385464,2.311646,2.069677,1.902297,1.533489,1.222877,0.913226,0.730049,0.529291,0.408099,0.330182,0.226785,0.117631,0.057331,0.023140,0.006871,0.001280,0.000098,0.000001,0.000000,0.000000
2055,NaN,5.052785,5.034818,4.433793,3.352241,2.842498,2.615531,2.202357,2.130749,1.899320,1.739344,1.390270,1.098795,0.811218,0.642650,0.460071,0.351007,0.281437,0.190391,0.096235,0.045582,0.017746,0.005023,0.000876,0.000061,0.000001,0.000000,0.000000
2056,NaN,4.823078,4.804356,4.207593,3.144888,2.649726,2.429814,2.032671,1.963380,1.742406,1.589802,1.259967,0.986921,0.720306,0.565468,0.399717,0.301755,0.239765,0.159751,0.078685,0.036218,0.013600,0.003668,0.000599,0.000037,0.000000,0.000000,0.000000
2057,NaN,4.602890,4.583511,3.992046,2.949601,2.469350,2.256640,1.875494,1.808598,1.597945,1.452634,1.141475,0.886107,0.639329,0.497347,0.347127,0.259293,0.204163,0.133972,0.064300,0.028761,0.010416,0.002678,0.000409,0.000023,0.000000,0.000000,0.000000
2058,NaN,4.391899,4.371953,3.786725,2.765751,2.300643,2.095231,1.729968,1.665522,1.465008,1.326876,1.033775,0.795307,0.567239,0.437256,0.301328,0.222706,0.173766,0.112298,0.052516,0.022826,0.007973,0.001953,0.000279,0.000014,0.000000,0.000000,0.000000
2059,NaN,4.189785,4.169357,3.591212,2.592734,2.142911,1.944847,1.595284,1.533323,1.342730,1.211630,0.935932,0.713564,0.503092,0.384277,0.261465,0.191200,0.147829,0.094085,0.042870,0.018106,0.006099,0.001424,0.000191,0.000009,0.000000,0.000000,0.000000
2060,NaN,3.996235,3.975406,3.405101,2.429971,1.995497,1.804791,1.470686,1.411223,1.230303,1.106064,0.847082,0.640010,0.446042,0.337592,0.226786,0.164083,0.125709,0.078790,0.034979,0.014354,0.004663,0.001037,0.000130,0.000005,0.000000,0.000000,0.000000
2061,NaN,3.810942,3.789787,3.227997,2.276909,1.857776,1.674402,1.355463,1.298496,1.126975,1.009404,0.766433,0.573854,0.395327,0.296472,0.196632,0.140756,0.106855,0.065953,0.028527,0.011374,0.003563,0.000755,0.000089,0.000003,0.000000,0.000000,0.000000
2062,NaN,3.633605,3.612195,3.059515,2.133017,1.729156,1.553056,1.248948,1.194462,1.032047,0.920935,0.693259,0.514377,0.350263,0.260272,0.170426,0.120700,0.090792,0.055185,0.023255,0.009009,0.002721,0.000550,0.000060,0.000002,0.000000,0.000000,0.000000
2063,NaN,3.463931,3.442330,2.899285,1.997790,1.609076,1.440166,1.150520,1.098485,0.944869,0.839992,0.626892,0.460926,0.310237,0.228415,0.147660,0.103463,0.077115,0.046156,0.018949,0.007132,0.002077,0.000400,0.000041,0.000001,0.000000,0.000000,0.000000
2064,NaN,3.301632,3.279902,2.746947,1.870748,1.497004,1.335178,1.059594,1.009973,0.864836,0.765964,0.566724,0.412910,0.274702,0.200394,0.127893,0.088657,0.065474,0.038589,0.015434,0.005644,0.001585,0.000291,0.000028,0.000001,0.000000,0.000000,0.000000
2065,NaN,3.146428,3.124626,2.602151,1.751430,1.392441,1.237569,0.975628,0.928373,0.791388,0.698283,0.512194,0.369793,0.243165,0.175755,0.110736,0.075944,0.055570,0.032251,0.012566,0.004464,0.001209,0.000211,0.000019,0.000000,0.000000,0.000000,0.000000
2066,NaN,2.998048,2.976225,2.464562,1.639400,1.294913,1.146849,0.898114,0.853168,0.724006,0.636427,0.462791,0.331089,0.215187,0.154100,0.095850,0.065033,0.047149,0.026944,0.010227,0.003530,0.000922,0.000153,0.000013,0.000000,0.000000,0.000000,0.000000
2067,NaN,2.856225,2.834431,2.333856,1.534243,1.203973,1.062558,0.826577,0.783881,0.662208,0.579912,0.418050,0.296358,0.190375,0.135075,0.082940,0.055671,0.039990,0.022503,0.008321,0.002790,0.000702,0.000111,0.000009,0.000000,0.000000,0.000000,0.000000
2068,NaN,2.720703,2.698982,2.209720,1.435564,1.119200,0.984262,0.760577,0.720065,0.605550,0.528294,0.377542,0.265203,0.168379,0.118365,0.071748,0.047643,0.033908,0.018788,0.006767,0.002204,0.000535,0.000081,0.000006,0.000000,0.000000,0.000000,0.000000
2069,NaN,2.591232,2.569624,2.091852,1.342989,1.040197,0.911556,0.699702,0.661304,0.553620,0.481162,0.340880,0.237265,0.148887,0.103694,0.062049,0.040761,0.028742,0.015681,0.005502,0.001741,0.000407,0.000059,0.000004,0.000000,0.000000,0.000000,0.000000
2070,NaN,2.467569,2.446112,1.979963,1.256162,0.966592,0.844059,0.643571,0.607215,0.506036,0.438141,0.307708,0.212220,0.131617,0.090818,0.053646,0.034862,0.024356,0.013083,0.004471,0.001374,0.000310,0.000042,0.000003,0.000000,0.000000,0.000000,0.000000
2071,NaN,2.349480,2.328208,1.873774,1.174747,0.898033,0.781414,0.591827,0.557438,0.462448,0.398882,0.277703,0.189775,0.116323,0.079521,0.046369,0.029809,0.020633,0.010913,0.003633,0.001085,0.000236,0.000031,0.000002,0.000000,0.000000,0.000000,0.000000
2072,NaN,2.236737,2.215681,1.773016,1.098426,0.834189,0.723287,0.544140,0.511643,0.422530,0.363066,0.250570,0.169665,0.102782,0.069611,0.040069,0.025482,0.017475,0.009100,0.002951,0.000856,0.000179,0.000022,0.000001,0.000000,0.000000,0.000000,0.000000
2073,NaN,2.129121,2.108308,1.677434,1.026895,0.774752,0.669366,0.500203,0.469522,0.385983,0.330401,0.226040,0.151654,0.090796,0.060923,0.034616,0.021777,0.014796,0.007586,0.002396,0.000675,0.000136,0.000016,0.000001,0.000000,0.000000,0.000000,0.000000
2074,NaN,2.026418,2.005874,1.586781,0.959870,0.719430,0.619358,0.459732,0.430790,0.352531,0.300616,0.203871,0.135526,0.080190,0.053306,0.029898,0.018607,0.012524,0.006323,0.001945,0.000532,0.000104,0.000012,0.000001,0.000000,0.000000,0.000000,0.000000
2075,NaN,1.928424,1.908171,1.500819,0.897081,0.667950,0.572990,0.422461,0.395182,0.321919,0.273465,0.183840,0.121088,0.070808,0.046631,0.025817,0.015894,0.010599,0.005268,0.001579,0.000420,0.000079,0.000008,0.000000,0.000000,0.000000,0.000000,0.000000
2076,NaN,1.834941,1.814999,1.419323,0.838272,0.620055,0.530006,0.388146,0.362455,0.293913,0.248720,0.165746,0.108167,0.062510,0.040784,0.022288,0.013573,0.008967,0.004388,0.001281,0.000331,0.000060,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000
2077,NaN,1.745777,1.726163,1.342075,0.783203,0.575505,0.490169,0.356559,0.332381,0.268296,0.226174,0.149404,0.096606,0.055174,0.035662,0.019237,0.011589,0.007585,0.003655,0.001039,0.000261,0.000045,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000
2078,NaN,1.660747,1.641478,1.268869,0.731646,0.534075,0.453256,0.327489,0.304753,0.244871,0.205636,0.134650,0.086264,0.048689,0.031176,0.016601,0.009892,0.006414,0.003043,0.000842,0.000205,0.000035,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000
2079,NaN,1.579675,1.560763,1.199504,0.683387,0.495555,0.419059,0.300742,0.279377,0.223455,0.186932,0.121331,0.077015,0.042958,0.027250,0.014322,0.008442,0.005423,0.002533,0.000683,0.000162,0.000026,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000
2080,NaN,1.502390,1.483846,1.133792,0.638224,0.459747,0.387385,0.276137,0.256073,0.203878,0.169901,0.109311,0.068746,0.037895,0.023813,0.012354,0.007203,0.004584,0.002108,0.000554,0.000127,0.000020,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000
2081,NaN,1.428726,1.410561,1.071550,0.595965,0.426467,0.358053,0.253507,0.234677,0.185988,0.154396,0.098465,0.061354,0.033422,0.020806,0.010654,0.006145,0.003874,0.001754,0.000449,0.000100,0.000015,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
2082,NaN,1.358525,1.340746,1.012606,0.556432,0.395541,0.330896,0.232697,0.215037,0.169642,0.140285,0.088681,0.054747,0.029472,0.018176,0.009187,0.005241,0.003274,0.001459,0.000363,0.000079,0.000011,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
2083,NaN,1.291635,1.274249,0.956794,0.519454,0.366809,0.305756,0.213565,0.197012,0.154709,0.127444,0.079856,0.048844,0.025984,0.015875,0.007920,0.004469,0.002765,0.001213,0.000294,0.000062,0.000009,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
2084,NaN,1.227910,1.210922,0.903956,0.484873,0.340120,0.282488,0.195979,0.180472,0.141070,0.115761,0.071898,0.043570,0.022905,0.013863,0.006826,0.003810,0.002336,0.001009,0.000238,0.000049,0.000007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2085,NaN,1.167209,1.150623,0.853942,0.452538,0.315332,0.260957,0.179817,0.165298,0.128615,0.105133,0.064724,0.038860,0.020188,0.012104,0.005883,0.003248,0.001972,0.000839,0.000193,0.000038,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2086,NaN,1.109397,1.093214,0.806608,0.422310,0.292314,0.241035,0.164965,0.151380,0.117244,0.095468,0.058257,0.034653,0.017790,0.010566,0.005069,0.002768,0.001665,0.000697,0.000156,0.000030,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2087,NaN,1.054344,1.038567,0.761816,0.394054,0.270943,0.222607,0.151320,0.138614,0.106863,0.086679,0.052428,0.030897,0.015675,0.009222,0.004367,0.002359,0.001406,0.000579,0.000126,0.000024,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2088,NaN,1.001926,0.986555,0.719437,0.367647,0.251105,0.205562,0.138786,0.126909,0.097389,0.078689,0.047176,0.027545,0.013809,0.008048,0.003761,0.002010,0.001187,0.000481,0.000102,0.000019,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2089,NaN,0.952024,0.937057,0.679347,0.342970,0.232691,0.189800,0.127275,0.116178,0.088743,0.071426,0.042444,0.024552,0.012163,0.007022,0.003239,0.001712,0.001001,0.000400,0.000083,0.000015,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
