CityID,ObsID,year,LastObservation,City,metro_names,Country,continent,region,subregion,state_name,state_abbr,population,longitude,latitude,Walking,Cycling,Motorbykes,Active,Bus,Car,IncomeGroup,DataSource,DataLink,GDPPP 2022
M10024,C010,2019,YES,Altoona,"Altoona, PA Metro Area",United States,North America,North America,Northern America,Pennsylvania,PA,125485,-78.3947359,40.5186809,NA,NA,NA,0.029284,0.004338,0.966377,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10025,C011,2019,YES,Amarillo,"Amarillo, TX Metro Area",United States,North America,North America,Northern America,Texas,TX,253391,-101.8312969,35.2219971,0.009989,0.00222,NA,0.012209,0.00222,0.985572,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10026,ID0023,2008,YES,Amersfoort,Amersfoort,Netherlands,Europe,Europe,Western Europe,,,152481,5.39,52.14,0.152542,0.33001,NA,0.48255,0.05384,0.46361,High income,Central Bureau of Statistics - The Netherlands,https://www.cbs.nl/-/media/_excel/2020/46/modal-split-verplaatsingen-gemeente-amersfoort-2018-tm-2019.xlsx,62536.73203
M10027,C012,2019,YES,Ames,"Ames, IA Metro Area",United States,North America,North America,Northern America,Iowa,IA,90975,-93.635305,42.027349,0.07385,0.012107,NA,0.085956,0.026634,0.887409,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10028,ID0024,2011,YES,Amiens,Amiens,France,Europe,Europe,Western Europe,,,132874,2.31,49.88,0.33,0.02,NA,0.35,0.07,0.58,High income,PLAN DE DÉPLACEMENTS URBAINS. AMIENS MÉTROPOLE. 2013 - 2023,http://piece-jointe-carto.developpement-durable.gouv.fr/DEPT080A/PAC_EN_CONTINU/pdf/PDU_AM.pdf,44460.81785
M10029,ID0027,2008,NO,Amsterdam,Amsterdam,Netherlands,Europe,Europe,Western Europe,,,747093,4.91,52.38,0.2,0.22,NA,0.42,0.2,0.38,High income,Quantifying dimensions of Transportation Diversity: A city-based comparative approach,"Pareekh, P., Mitra, S., Majumdar, B.B.: Quantifying dimensions of Transportation Diversity: A city-based comparative approach. Transportation Research Procedia (25), 3174–3187 (2017)",62536.73203
M10029,ID0026,2011,NO,Amsterdam,Amsterdam,Netherlands,Europe,Europe,Western Europe,,,747093,4.91,52.38,0.256743,0.320679,NA,0.57742,0.14186,0.28072,High income,Dataplatform - The Netherlands,https://ckan.dataplatform.nl/dataset/41161a2c-3e1c-4872-a254-df33b895edfc/resource/51c67e43-8e75-488b-a5ab-323d1424489f/download/mobiliteit-den-haag-2011-2014.pdf,62536.73203
M10029,ID0025,2014,YES,Amsterdam,Amsterdam,Netherlands,Europe,Europe,Western Europe,,,747093,4.91,52.38,0.04,0.4,NA,0.44,0.29,0.27,High income,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit,62536.73203
M10030,C013,2019,YES,Anchorage,"Anchorage, AK Metro Area",United States,North America,North America,Northern America,Alaska,AK,386261,-149.9002778,61.2180556,0.027304,0.009101,NA,0.036405,0.013652,0.949943,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10031,C014,2019,YES,Ann Arbor,"Ann Arbor, MI Metro Area",United States,North America,North America,Northern America,Michigan,MI,347784,-83.7430378,42.2808256,0.06108,0.011364,NA,0.072443,0.035511,0.892045,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10032,ID0028,2009,YES,Annemasse,Annemasse,France,Europe,Europe,Western Europe,,,35234,6.23,46.19,0.27,0.02,NA,0.29,0.05,0.66,High income,Plan de Déplacements Urbains d’Annemasse Agglo 2014,https://www.annemasse-agglo.fr/sites/default/files/2018-02/DOC-OFFICIEL_PDU_Complet_AnnemasseAgglo_.pdf,44460.81785
M10034,ID0031,2008,NO,Antwerp,Antwerp,Belgium,Europe,Europe,Western Europe,,,483505,4.417,51.211,0.2,0.23,NA,0.43,0.17,0.4,High income,The European Platform on Mobility Management,https://epomm.eu/ ,53475.2935
M10034,ID0030,2010,YES,Antwerp,Antwerp,Belgium,Europe,Europe,Western Europe,,,506000,4.417,51.211,0.2,0.23,NA,0.43,0.16,0.41,High income,The European Platform on Mobility Management,https://epomm.eu/ ,53475.2935
M10035,ID0032,2008,YES,Apeldoorn,Apeldoorn,Netherlands,Europe,Europe,Western Europe,,,155108,5.973,52.217,0.13,0.28,NA,0.41,0.04,0.55,High income,Cycling Academics. Bringing science on cycling to practice and back,http://cyclingacademics.blogspot.com/2013/05/if-cycling-is-not-genetic-what-is-it.html,62536.73203
M10036,C016,2019,YES,Appleton,"Appleton, WI Metro Area",United States,North America,North America,Northern America,Wisconsin,WI,226172,-88.4153847,44.2619309,0.024619,0.010551,NA,0.03517,0.009379,0.955451,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10037,ID0033,2016,YES,Arnhem,Arnhem,Netherlands,Europe,Europe,Western Europe,,,143582,5.906,51.975,0.130435,0.26087,NA,0.3913,0.15652,0.45217,High income,The European Platform on Mobility Management,https://epomm.eu/ ,62536.73203
M10038,C018,2019,YES,Asheville,"Asheville, NC Metro Area",United States,North America,North America,Northern America,North Carolina,NC,429136,-82.5514869,35.5950581,0.014151,0.001179,NA,0.01533,0.003538,0.981132,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10039,ID0034,2006,YES,Athens,Athens,Greece,Europe,Europe,Southern Europe,,,3600000,23.726,37.971,0.08,0.02,NA,0.1,0.37,0.53,High income,The European Platform on Mobility Management,https://epomm.eu/ ,22990.01357
M10040,C019,2019,YES,Athens,"Athens-Clarke County, GA Metro Area",United States,North America,North America,Northern America,Georgia,GA,194156,-83.357567,33.9519347,0.02657,0.013285,NA,0.039855,0.004831,0.955314,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10041,C020,2019,YES,Atlanta,"Atlanta-Sandy Springs-Roswell, GA Metro Area",United States,North America,North America,Northern America,Georgia,GA,5386650,-84.3792807,33.9140274,0.013193,0.001319,NA,0.014512,0.013193,0.972296,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10042,C021,2019,YES,Atlantic City,"Atlantic City-Hammonton, NJ Metro Area",United States,North America,North America,Northern America,New Jersey,NJ,272863,-74.4229351,39.3642852,0.039503,0.006772,NA,0.046275,0.049661,0.904063,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10043,ID0035,2018,YES,Auckland,Auckland,New Zealand,Oceania,East Asia and Pacific,Australia and New Zeland,,,1614000,174.85,-36.86,0.050505,0.010101,NA,0.060606,0.121212,0.818182,High income,NZ Census 2018,https://www.stats.govt.nz/2018-census/,48527.82892
M10044,ID0038,2001,NO,Augsburg,Augsburg,Germany,Europe,Europe,Western Europe,,,263646,10.897,48.354,0.24,0.17,NA,0.41,0.18,0.41,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10044,ID0037,2008,NO,Augsburg,Augsburg,Germany,Europe,Europe,Western Europe,,,267836,10.897,48.354,0.24,0.13,NA,0.37,0.19,0.44,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10044,ID0036,2018,YES,Augsburg,Augsburg,Germany,Europe,Europe,Western Europe,,,265000,10.897,48.354,0.313313,0.194194,NA,0.50751,0.15516,0.33734,High income,Traffic behavior in Augsburg,https://www.augsburg.de/buergerservice-rathaus/verkehr/verkehrsverhalten,52745.75571
M10045,C023,2019,YES,Augusta-Richmond County,"Augusta-Richmond County, GA-SC Metro Area",United States,North America,North America,Northern America,Georgia,GA,568595,-82.0105148,33.4734978,0.008859,0.001107,NA,0.009967,0.002215,0.987818,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10046,C024,2019,YES,Austin,"Austin-Round Rock, TX Metro Area",United States,North America,North America,Northern America,Texas,TX,1810894,-97.7436995,30.2711286,0.022091,0.005891,NA,0.027982,0.010309,0.961708,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10047,ID0039,2008,YES,Aveiro,Aveiro,Portugal,Europe,Europe,Southern Europe,,,78000,-8.634,40.648,0.13,0.08,NA,0.21,0.14,0.65,High income,The European Platform on Mobility Management,https://epomm.eu/ ,27275.11155
M10048,ID0040,2013,YES,Balchik,Balchik,Bulgaria,Europe,Europe,Eastern Europe,,,12755,28.16,43.412,0.287129,0.089109,NA,0.37624,0.15842,0.46535,Upper middle income,The European Platform on Mobility Management,https://epomm.eu/ ,15797.59558
M10049,ID0041,2006,YES,Ballerup,Ballerup,Denmark,Europe,Europe,Northern Europe,,,37000,12.358,55.73,0.19802,0.178218,NA,0.37624,0.09901,0.52475,High income,The European Platform on Mobility Management,https://epomm.eu/ ,67967.38187
M10050,C025,2019,YES,Baltimore,"Baltimore-Columbia-Towson, MD Metro Area",United States,North America,North America,Northern America,Maryland,MD,2721102,-76.6065247,39.4003288,0.026992,0.002571,NA,0.029563,0.033419,0.937018,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10051,ID0042,2009,YES,Bamberg,Bamberg,Germany,Europe,Europe,Western Europe,,,69827,10.889,49.901,0.23,0.22,NA,0.45,0.12,0.43,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10052,ID0043,2011,YES,Bangalore,Bangalore,India,Asia,South Asia,Southern Asia,,,8400000,77.59,12.94,NA,NA,NA,0.366667,0.277778,0.355556,Lower middle income,Census of India 2011,https://censusindia.gov.in/census.website/,2484.845429
M10053,C026,2019,YES,Bangor,"Bangor, ME Metro Area",United States,North America,North America,Northern America,Maine,ME,152160,-68.7778138,44.8011821,0.033058,0.004723,NA,0.03778,0.001181,0.961039,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10054,ID0045,2006,NO,Barcelona,Barcelona,Spain,Europe,Europe,Southern Europe,,,4600000,2.16,41.35,0.464646,0.010101,NA,0.47475,0.18182,0.34343,High income,Quantifying dimensions of Transportation Diversity: A city-based comparative approach,"Pareekh, P., Mitra, S., Majumdar, B.B.: Quantifying dimensions of Transportation Diversity: A city-based comparative approach. Transportation Research Procedia (25), 3174–3187 (2017)",32676.98371
M10054,ID0044,2018,YES,Barcelona,Barcelona,Spain,Europe,Europe,Southern Europe,,,4600000,2.16,41.35,0.3435,0.0228,NA,0.3663,0.3733,0.2604,High income,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit,32676.98371
M10055,ID0046,2011,YES,Barcelos,Barcelos,Portugal,Europe,Europe,Southern Europe,,,20493,-8.623,41.528,NA,NA,NA,0.16,0.19,0.65,High income,The European Platform on Mobility Management,https://epomm.eu/ ,27275.11155
M10056,ID0048,2001,NO,Bari,Bari,Italy,Europe,Europe,Southern Europe,,,326201,16.852,41.127,0.27,0.02,NA,0.29,0.13,0.58,High income,The European Platform on Mobility Management,https://epomm.eu/ ,38373.16605
M10056,ID0047,2013,YES,Bari,Bari,Italy,Europe,Europe,Southern Europe,,,322751,16.852,41.127,0.27,0.01,NA,0.28,0.2,0.52,High income,The European Platform on Mobility Management,https://epomm.eu/ ,38373.16605
M10057,C027,2019,YES,Barnstable Town,"Barnstable Town, MA Metro Area",United States,North America,North America,Northern America,Massachusetts,MA,213756,-70.3002024,41.7003208,0.015892,0.003667,NA,0.01956,0.003667,0.976773,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10058,ID0049,2011,YES,Barreiro,Barreiro,Portugal,Europe,Europe,Southern Europe,,,78764,-9.079,38.659,NA,NA,NA,0.19192,0.35354,0.45455,High income,The European Platform on Mobility Management,https://epomm.eu/ ,27275.11155
M10059,ID0051,2001,NO,Basel,Basel,Switzerland,Europe,Europe,Western Europe,,,166173,7.589,47.555,0.24,0.17,NA,0.41,0.32,0.27,High income,The European Platform on Mobility Management,https://epomm.eu/ ,99994.93802
M10059,ID0050,2015,YES,Basel,Basel,Switzerland,Europe,Europe,Western Europe,,,169464,7.589,47.555,0.333333,0.171717,NA,0.50505,0.27273,0.22222,High income,ELTIS - The Urban Mobility Observatory,https://www.eltis.org/resources/case-studies/finalist-7th-sump-award-basel-switzerland,99994.93802
M10060,C028,2019,YES,Baton Rouge,"Baton Rouge, LA Metro Area",United States,North America,North America,Northern America,Louisiana,LA,804491,-91.1403196,30.4582829,0.006536,0.004357,NA,0.010893,0.007625,0.981481,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10061,ID0053,2015,YES,Bauska,Bauska,Latvia,Europe,Europe,Northern Europe,,,25613,24.196,56.408,0.25,0.1,NA,0.35,0.25,0.4,High income,The European Platform on Mobility Management,https://epomm.eu/ ,23184.31167
M10062,ID0054,2010,YES,Bayonne,Bayonne,France,Europe,Europe,Western Europe,,,45000,-1.464,43.497,0.27,0.02,NA,0.29,0.08,0.63,High income,The European Platform on Mobility Management,https://epomm.eu/ ,44460.81785
M10063,ID0055,2006,YES,Beaujolais,Beaujolais,France,Europe,Europe,Western Europe,,,13314,4.72,46.11,0.21,0.01,NA,0.22,0.04,0.74,High income,The European Platform on Mobility Management,https://epomm.eu/ ,44460.81785
M10064,C031,2019,YES,Beaumont,"Beaumont-Port Arthur, TX Metro Area",United States,North America,North America,Northern America,Texas,TX,400092,-94.1018461,30.0860459,0.017635,0.002075,NA,0.01971,0.002075,0.978216,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10065,ID0056,2011,NO,Beijing,Beijing,China,Asia,East Asia and Pacific,Eastern Asia,,,21540000,116.4074,39.9042,0.21,0.32,NA,0.53,0.26,0.21,Upper middle income,Beijing Yearbook 2011,http://nj.tjj.beijing.gov.cn/nj/main/2011-en/index.htm,12614.06099
M10065,ID0666,2018,YES,Beijing,Beijing,China,Asia,East Asia and Pacific,Eastern Asia,,,21540000,116.4074,39.9042,NA,NA,NA,0.41,0.33,0.26,Upper middle income,EF CHINA,https://www.efchina.org/Reports-en/green-mobility-and-carbon-emissions-in-chinese-cities?set_language=en,12614.06099
M10066,C033,2019,YES,Bellingham,"Bellingham, WA Metro Area",United States,North America,North America,Northern America,Washington,WA,202568,-122.4786854,48.7519112,0.038462,0.014423,NA,0.052885,0.009615,0.9375,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10067,ID0057,2016,YES,Belo Horizonte,Belo Horizonte,Brazil,South America,Latin America and Caribbean,South America,,,2722000,-43.99,-19.92,NA,NA,NA,0.35,0.28,0.37,Upper middle income,Local Governments for Sustainability - ICLEI,https://iclei.org/ ,10043.62392
M10068,C034,2019,YES,Bend-Redmond,"Bend-Redmond, OR Metro Area",United States,North America,North America,Northern America,Oregon,OR,161556,-121.1504051,44.2531845,0.038896,0.012547,NA,0.051443,0.005019,0.943538,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10069,ID0058,2001,YES,Bergamo,Bergamo,Italy,Europe,Europe,Southern Europe,,,119234,9.669,45.694,0.1,0.06,NA,0.16,0.15,0.69,High income,The European Platform on Mobility Management,https://epomm.eu/ ,38373.16605
M10070,ID0061,2001,NO,Bergen,Bergen,Norway,Europe,Europe,Northern Europe,,,224941,5.321,60.4,0.3,0.03,NA,0.33,0.12,0.55,High income,The European Platform on Mobility Management,https://epomm.eu/ ,87961.78061
M10070,ID0060,2005,NO,Bergen,Bergen,Norway,Europe,Europe,Northern Europe,,,230403,5.321,60.4,0.3,0.03,NA,0.33,0.11,0.56,High income,The European Platform on Mobility Management,https://epomm.eu/ ,87961.78061
M10070,ID0059,2014,YES,Bergen,Bergen,Norway,Europe,Europe,Northern Europe,,,241949,5.321,60.4,0.26,0.03,NA,0.29,0.16,0.55,High income,Change trends in the use of passenger cars on urban trips: car-pooling in Gdynia,https://www.researchgate.net/publication/320762879_CHANGE_TRENDS_IN_THE_USE_OF_PASSENGER_CARS_ON_URBAN_TRIPS_CAR-POOLING_IN_GDYNIA,87961.78061
M10071,ID0063,2008,NO,Berlin,Berlin,Germany,Europe,Europe,Western Europe,,,3500000,13.398,52.517,0.3,0.13,NA,0.43,0.26,0.31,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10071,ID0062,2018,YES,Berlin,Berlin,Germany,Europe,Europe,Western Europe,,,3500000,13.398,52.517,0.29703,0.178218,NA,0.475248,0.267327,0.257426,High income,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit,52745.75571
M10072,ID0065,2010,NO,Bern,Bern,Switzerland,Europe,Europe,Western Europe,,,124381,7.455,46.953,0.39,0.11,NA,0.5,0.28,0.22,High income,Städtische Mobilität im Vergleich,https://www.bern.ch/mediencenter/medienmitteilungen/aktuell_ptk/staedtische-mobilitaet-im-vergleich-in-bern-legen-oev-und-velo-zu,99994.93802
M10072,ID0064,2015,YES,Bern,Bern,Switzerland,Europe,Europe,Western Europe,,,124381,7.455,46.953,0.30303,0.151515,NA,0.45455,0.32323,0.22222,High income,Städtische Mobilität im Vergleich,https://www.bern.ch/mediencenter/medienmitteilungen/aktuell_ptk/staedtische-mobilitaet-im-vergleich-in-bern-legen-oev-und-velo-zu,99994.93802
M10073,ID0066,2008,YES,Bernau bei Berlin,Bernau bei Berlin,Germany,Europe,Europe,Western Europe,,,35859,13.574,52.678,0.25,0.12,NA,0.37,0.11,0.52,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10074,ID0067,2015,YES,Bernheze,Bernheze,Netherlands,Europe,Europe,Western Europe,,,29888,5.521,51.687,0.17,0.27,NA,0.44,0.04,0.52,High income,The European Platform on Mobility Management,https://epomm.eu/ ,62536.73203
M10075,ID0069,2001,NO,Besanzon,Besançon,France,Europe,Europe,Western Europe,,,115400,6.02,47.276,0.28,0.02,NA,0.3,0.12,0.58,High income,The European Platform on Mobility Management,https://epomm.eu/ ,44460.81785
M10075,ID0068,2004,YES,Besanzon,Besançon,France,Europe,Europe,Western Europe,,,115400,6.02,47.276,0.28,0.01,NA,0.29,0.11,0.6,High income,The European Platform on Mobility Management,https://epomm.eu/ ,44460.81785
M10076,ID0070,2004,YES,Bethune,Bethune,France,Europe,Europe,Western Europe,,,273000,2.64,50.528,0.21,0.02,NA,0.23,0.04,0.73,High income,The European Platform on Mobility Management,https://epomm.eu/ ,44460.81785
M10077,ID0071,2010,YES,Bielefeld,Bielefeld,Germany,Europe,Europe,Western Europe,,,323270,8.537,52.025,0.15,0.15,NA,0.3,0.16,0.54,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10078,ID0073,2004,NO,Bilbao,Bilbao,Spain,Europe,Europe,Southern Europe,,,353000,-2.936,43.262,NA,NA,NA,0.23,0.34,0.43,High income,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit,32676.98371
M10078,ID0072,2018,YES,Bilbao,Bilbao,Spain,Europe,Europe,Southern Europe,,,353000,-2.936,43.262,0.64,0.02,NA,0.66,0.22,0.12,High income,ELTIS - The Urban Mobility Observatory,https://www.eltis.org/discover/news/bilbao-leads-commitment-sustainable-mobility-spain,32676.98371
M10079,C035,2019,YES,Billings,"Billings, MT Metro Area",United States,North America,North America,Northern America,Montana,MT,161068,-108.5006904,45.7832856,0.023438,0.001116,NA,0.024554,0.00558,0.969866,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10080,C036,2019,YES,Binghamton,"Binghamton, NY Metro Area",United States,North America,North America,Northern America,New York,NY,246797,-75.9179738,42.0986867,0.029647,0.004561,NA,0.034208,0.018244,0.947548,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10081,ID0074,2001,YES,Birmingham,Birmingham,United Kingdom,Europe,Europe,Northern Europe,,,1085000,-1.89,52.46,0.010753,0.010753,NA,0.021505,0.268817,0.709677,High income,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit,48866.60396
M10082,C037,2019,YES,Birmingham,"Birmingham-Hoover, AL Metro Area",United States,North America,North America,Northern America,Alabama,AL,1121608,-86.816107,33.369322,0.012731,0.001157,NA,0.013889,0.002315,0.983796,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10083,C038,2019,YES,Bismarck,"Bismarck, ND Metro Area",United States,North America,North America,Northern America,North Dakota,ND,119168,-100.7837392,46.8083268,0.026403,0.0033,NA,0.029703,0.0011,0.969197,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
