IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",47,"1996",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.666467
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",48,"1997",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.534789
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",49,"1998",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.424969
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",50,"1999",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.31343
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.216935
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.141323
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.001626
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.006323
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.889406
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.786821
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.686403
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.632996
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.616441
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.637562
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.65291
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.676746
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.718664
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.741141
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.720879
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.631146
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.555487
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.485796
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.415169
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.3953
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.370676
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.365146
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1.355302
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",74,"2023",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1.34794
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",75,"2024",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1.340634
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",76,"2025",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1.329785
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",41,"1990",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4.509212
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",42,"1991",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4.366072
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",43,"1992",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4.273921
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",44,"1993",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4.076337
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",45,"1994",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.914443
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",46,"1995",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.486934
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",47,"1996",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.138907
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",48,"1997",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.886096
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",49,"1998",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.691143
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",50,"1999",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.619815
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.589793
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.51922
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.428643
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.450507
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.500126
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.561873
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.627663
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.704152
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.784803
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.824761
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.874721
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.899101
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.995667
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.996752
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.083714
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.091392
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.090569
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.089636
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.019033
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.997314
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2.940412
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2.869799
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2.817352
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",74,"2023",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2.766178
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",75,"2024",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2.722546
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",76,"2025",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2.670179
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",16,"American Samoa","AS","ASM",41,"1990",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4.472074
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",16,"American Samoa","AS","ASM",42,"1991",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4.528139
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",16,"American Samoa","AS","ASM",43,"1992",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4.557366
