"","X","Median_1999","Year","Median_2014","Year.1","change","pct_change","category","address","lat","lon"
"219","Washington-Arlington-Alexandria, DC-VA-MD-WV",85.93,"1.999",87.611,2014,1.681,1.95624345397416,"other","Washington",38.8950368,-77.0365427
"220","Wausau, WI",75.502,"1.999",69.075,2014,-6.42699999999999,-8.51235728854864,"other","Wausau, WI",44.9597858,-89.6272791
"221","Wichita, KS",74.894,"1.999",65.717,2014,-9.17700000000001,-12.2533180228056,"other","Wichita, KS",37.6922361,-97.3375448
"222","Wichita Falls, TX",59.303,"1.999",62.637,2014,3.334,5.62197527949683,"riser","Wichita Falls, TX",33.9004572,-98.5020777
"223","Winston-Salem, NC",73.098,"1.999",58.693,2014,-14.405,-19.7064215163206,"faller","Winston",34.1328863,-87.361354
"224","Worcester, MA-CT",70.348,"1.999",71.278,2014,0.930000000000007,1.32199920395748,"other","Worcester, MA",42.2625621,-71.8018877
"225","Yakima, WA",55.655,"1.999",51.153,2014,-4.502,-8.08912047435092,"other","Yakima, WA",46.601557,-120.510842
"226","York-Hanover, PA",73.942,"1.999",67.85,2014,-6.092,-8.23888994076438,"other","York",53.9656579,-1.0743052
"227","Youngstown-Warren-Boardman, OH-PA",67.412,"1.999",58.683,2014,-8.72900000000001,-12.948733163235,"other","Youngstown",41.1035786,-80.6520161
"228","Yuba City, CA",53.569,"1.999",50.402,2014,-3.167,-5.91200134406093,"other","Yuba City, CA",39.1404477,-121.6169108
"229","Yuma, AZ",52.889,"1.999",45.511,2014,-7.378,-13.9499706933389,"other","Yuma, AZ",32.7252215,-114.6165741
